"nombrePropio","nombreComun","latitud","id","lugarDePlantacion","nombreCientifico","estado","longitud","riegos","id_monitores","altura_monitores","fotografia_monitores","timestamp_monitores","sanidad_monitores"
"wm184","Jacarandá",-17.411694784155443,"S5Ag2zw6Pu6o95qRHnGr","Corredor biológico urbano","Jacarandá mimosifolia D. Don","vivo",-66.04568012058735,"[]","0EgdoZLJYt9KQsUHyscV",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_115658_5554179625020218177.jpg?alt=media&token=3c4a91fa-eb11-43af-9c2c-eda0ec4b463a","2023-01-05 11:58:07","Sano, vigoroso"
"Wm185","Chillijchi",-17.411812832209943,"Z49Y01SCMYBNmpXoWPGG","Corredor biológico urbano","Erythrina falcata Benth.","vivo",-66.04569219052792,"[]","77ByZ2J6k09wuePFHySa",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_115919_1000073695.jpg?alt=media&token=e56b00a7-60e1-4ed6-9a3a-7a29232b77e6","2023-01-05 12:01:09","Sano, vigoroso"
"wm186","pomelo",-17.41175492788921,"LZ5nxZo4tYcTqTYXKBNa","Corredor biológico urbano","...","vivo",-66.04566134512424,"[]","Bpfdzxz9HDXPt1b0V0Oa",1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_120140_853261833015116097.jpg?alt=media&token=86b81e21-b2e0-402a-9835-0e1c713317ad","2023-01-05 12:04:12","Sano, vigoroso"
"Wm187","Limón",-17.41172293654393,"7EwsdGBwxOxgAr0Cx0Qz","Corredor biológico urbano","...","vivo",-66.04563552886248,"[]","z9yb4EnRclz7Cm0WdsOy",1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_120434_5226844201504226106.jpg?alt=media&token=16134198-ed20-4799-8726-85f6fb3cf46e","2023-01-05 12:07:30","Sano, vigoroso"
"wm188","limón",-17.411909126094937,"yTHvmymVU1yaukgYXwrv","Corredor biológico urbano","...","vivo",-66.04573208838701,"[]","YGGBr2Ozn83Y1C96Xd0p",1.2,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_133819_1142831897089938673.jpg?alt=media&token=9990662c-4254-44fa-ad64-e5f6ea665939","2023-01-05 13:39:15","Sano, vigoroso"
"Wm189","Tara",-17.41188641225954,"HT8Mwg9T5DnJu7WcXiWN","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.0457568988204,"[]","1q7T9gugmDd2l9Lo2qyC",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_133953_1498371443995518912.jpg?alt=media&token=efcaf99d-5f50-458e-9880-36842ecba8a3","2023-01-05 13:40:49","Sano, vigoroso"
"Wm190","Lavanda ",-17.411866257727162,"AKeDc2wHcOUTcII33eXp","Corredor biológico urbano","...","vivo",-66.0457880795002,"[]","j6M6yV62VzWVE68cWy9X",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_134147_1000073726.jpg?alt=media&token=08d5f15f-1e13-4dea-879d-39079083dee8","2023-01-05 13:42:28","Sano, vigoroso"
"wm191","Tara",-17.4118297876153,"0sctmT01Lnens4HYEwdV","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.0456569865346,"[]","BZeOtt6hHwOPeSk3yeOs",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_134316_7950645154290417010.jpg?alt=media&token=7250eaa5-3795-4a2b-a116-2c1180eb2e60","2023-01-05 13:44:24","Sano, vigoroso"
"Wm192","Sauce criollo",-17.41175844693685,"YB7qfoicdUxhzMxtgAOB","Corredor biológico urbano","Salix humboldtiana","vivo",-66.04560233652592,"[]","CNnvFMx0jJ04qwTIfJ8E",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_134543_1000073729.jpg?alt=media&token=737e010d-b846-4e7d-8f47-20b29318c2e2","2023-01-05 13:46:13","Sano, vigoroso"
"Wm193","Jacarandá",-17.41185090189148,"Nr6nO3gsJq16XaSWfFDw","Corredor biológico urbano","Jacarandá mimosifolia D. Don","vivo",-66.04563921689987,"[]","govJYGEgFLHuH6a22GBB",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_134515_1381958741772213509.jpg?alt=media&token=09a0a995-4990-4604-a205-d27185c27500","2023-01-05 13:46:27","Sano, vigoroso"
"wm194","jazmin",-17.411802914896644,"ZSABMNWz7iylwdJX742n","Corredor biológico urbano","...","vivo",-66.0455996543169,"[]","E6T07C6w5uhxDZXcltOf",1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_134717_1595602254288696318.jpg?alt=media&token=3c1e222a-5ef6-4bd9-884b-e1c54095bae0","2023-01-05 13:47:56","Sano, vigoroso"
"Wm195","Tara",-17.41178052096141,"YM1AguWSopteBOqVRvBd","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.045573502779,"[]","SXCqKfiXvnOe693HFvFV",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_134923_1000073730.jpg?alt=media&token=6b167681-1750-4663-ac42-782bf19ed01f","2023-01-05 13:49:34","Sano, vigoroso"
"Wm196","Guayaba",-17.411879054255913,"r8B3Z8Vdnec7ZhHQ5OVk","Corredor biológico urbano","...","vivo",-66.04560770094395,"[]","cDtwFdrKGZkyDgg51p7K",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_134923_1177328541916557335.jpg?alt=media&token=078d4c7b-832c-43de-9508-21c2a1954cf9","2023-01-05 13:50:15","Sano, vigoroso"
"Wm197","Soto",-17.411813152123262,"bweqfD5mJcLePSheXbU1","Corredor biológico urbano","Schinopsis haenkeana Engl.","vivo",-66.04553863406181,"[]","RCMbp5wA87YfXhCpmYeU",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_135138_1000073731.jpg?alt=media&token=92776cb0-2f93-4acc-b316-2081064e0abb","2023-01-05 13:52:15","Sano, vigoroso"
"Wm198","Sauce criollo",-17.411901448179055,"1B1c9XOz3OgwmlvqmVmm","Corredor biológico urbano","Salix humboldtiana","vivo",-66.04558758437634,"[]","lpmcscgFgAuISuqy3dpj",1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_135258_2824151249080152758.jpg?alt=media&token=b1b53edd-4179-4846-ad6f-fbe6b837b285","2023-01-05 13:53:57","Sano, vigoroso"
"wm199","jazmin",-17.41186881703298,"OERf4ESfxcgcnMB95Otm","Corredor biológico urbano","...","vivo",-66.04555271565914,"[]","XJkhIAoFhyZ9LgTbt3zZ",1.2,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_135803_3933341479864873152.jpg?alt=media&token=397244ad-a25e-4b7b-856e-96c8bf000515","2023-01-05 13:59:01","Sano, vigoroso"
"Wm201","Tara",-17.411920642968155,"Bc2YwsNsfUbUK34GIXGw","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.04554165154696,"[]","EHbR6hYgKrMyjsRwpszU",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_135928_1000073737.jpg?alt=media&token=3a79c122-1926-4aa5-a542-0923836ba3f5","2023-01-05 14:00:04","Sano, vigoroso"
"Wm203","Jarca",-17.411941757233826,"B5YFZxLfiGA6vZi9OAm9","Corredor biológico urbano","Senegalia (Acacia) visco (Lorentz ex Griseb.) Seigler & Ebinger","vivo",-66.04551315307617,"[]","Fp3PA2qc0h0h50q4X5kw",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_140050_1000073738.jpg?alt=media&token=581d0865-705a-408f-b696-7161ef969851","2023-01-05 14:01:31","Sano, vigoroso"
"wm202","Sauce criollo",-17.41185825989623,"Vuf8LPxbU8nUp65nwhyI","Corredor biológico urbano","Salix humboldtiana","vivo",-66.04548867791891,"[]","0RDej8t2z1sa8oJksbe0",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_140037_2930855551898642594.jpg?alt=media&token=3e735b21-a10b-4cd3-ae12-c6beb4a5cdbc","2023-01-05 14:01:33","Sano, vigoroso"
"Wm200","Limón",-17.411828507962127,"0s5UJfHxGHh55HjJPCI2","Corredor biológico urbano","...","vivo",-66.04551382362841,"[]","k1ez8JyvEJ6kMYlDdOpL",1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_140059_5401041538923239981.jpg?alt=media&token=309ff92f-acda-490a-b83e-4d3e0f896ef9","2023-01-05 14:01:41","Sano, vigoroso"
"Wm205","Limón ",-17.41196191175787,"C1pKoS2hZnJAf5maaFZW","Corredor biológico urbano","...","vivo",-66.0454873368144,"[]","Cyo6eyr8IztXpyiGfAjy",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_140241_1000073739.jpg?alt=media&token=3b4cb543-9126-45de-92b4-1767963d6979","2023-01-05 14:03:17","Sano, vigoroso"
"Wm206","Jasmin",-17.411903367658056,"LotA41fE1PpImVJJWiAP","Corredor biológico urbano","...","vivo",-66.04548666626215,"[]","1WwWpyxy0Lbfoafqn4Mf",1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_140248_4300183198882218767.jpg?alt=media&token=2ac15b6f-8573-4837-bbc8-3213296ce71b","2023-01-05 14:04:03","Sano, vigoroso"
"wm204","Chacatea",-17.411877134776645,"wNh80cRMvAZEWkZJ19g7","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.0454585030675,"[]","LBuFI7OzmsSEIIUrL5ad",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_140452_8620963761911556855.jpg?alt=media&token=baf4f595-37c2-44f2-96c5-e8f84e3a9a63","2023-01-05 14:05:33","seco"
"Wm207","Chillijchi",-17.4119737485408,"8pgJlCCOSoM4wxjw5wtR","Corredor biológico urbano","Erythrina falcata Benth.","vivo",-66.04546386748552,"[]","0pB4qqhebe6TNZPn1LYo",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_140641_1000073740.jpg?alt=media&token=79d49b91-1345-4cbc-8cf2-326e78e0b5e1","2023-01-05 14:06:49","Sano, vigoroso"
"Wm208","Jacarandá",-17.41188993130464,"AhCm1ZomZUdFCWZ6AmvJ","Corredor biológico urbano","Jacarandá mimosifolia D. Don","vivo",-66.04543704539537,"[]","zE0iYezRanMAY7dQ4Pcx",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_140613_4529897209473289235.jpg?alt=media&token=2bc2c71b-62b9-4f7f-b3f7-92d6df2490d2","2023-01-05 14:07:09","Sano, vigoroso"
"wm209","Tara",-17.411941757233826,"g1bLUyklI02bUQ51CYND","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.04543168097734,"[]","wMooURyeSX67KOyy1Lbz",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_140728_4134095996107301997.jpg?alt=media&token=0b9a94b1-f9e1-4ccd-875b-06575b660b85","2023-01-05 14:09:01","Sano, vigoroso"
"Wm211","Limón ",-17.41199774201736,"41sm199ulL1oKM6lJ7y8","Corredor biológico urbano","...","vivo",-66.04543402791023,"[]","w16lI2aIknFydvCwEq5E",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_140737_1000073741.jpg?alt=media&token=3a54e73d-b54b-45be-9c63-10e43741ba00","2023-01-05 14:09:06","Sano, vigoroso"
"Wm210","Tara",-17.411902088005387,"muEVMC8QPzA7b6OEiQIN","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.04542028158903,"[]","ocD9fdy5bM77DvmCldek",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_140847_8850912554577272380.jpg?alt=media&token=350dcdc0-885a-4b54-a572-4894ef42cf6a","2023-01-05 14:09:42","Sano, vigoroso"
"Wm213","Tara",-17.412048928090137,"Y2i9c9MKHzHKhREGJeto","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.0453686490655,"[]","HThi2ubxEYrCNGHnvytZ",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_141005_1000073742.jpg?alt=media&token=1d233da7-dda8-426e-9a84-9ff78e978574","2023-01-05 14:10:49","Sano, vigoroso"
"Wm212","Chillijchi",-17.411920642968155,"Cin4lUBecSjVzcxkIAEn","Corredor biológico urbano","Erythrina falcata Benth.","vivo",-66.04539278894661,"[]","vkmWLO7A1KSbQQ8Xxnup",0.58,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_141106_8401462707330766252.jpg?alt=media&token=1d323322-d335-4a86-b0c7-e07cd9ebf398","2023-01-05 14:11:29","Sano, vigoroso"
"wm214","jazmin",-17.412332050796177,"apN0rv19QukrgR2UIrxv","Corredor biológico urbano","...","vivo",-66.04494586586952,"[]","uBGjOhxcEiNKXF8yLlxX",1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_141430_3810544365989422067.jpg?alt=media&token=40ab1c47-5583-483f-9d15-d9b1e049868c","2023-01-05 14:15:09","Sano, vigoroso"
"Wm215","Tajibo amarillo ",-17.412412668706807,"DvKdbSDnTwF1VGsxYGKH","Corredor biológico urbano","...","vivo",-66.04490999132395,"[]","Y95c89LVQPcDJGEjEpoO",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_141514_1000073743.jpg?alt=media&token=153f6562-05aa-4427-afce-60cdde0a8b4e","2023-01-05 14:16:10","Sano, vigoroso"
"wm216","tajibo amarillo",-17.412435382476783,"xBKAp707rRCjgSozk7yo","Corredor biológico urbano","...","vivo",-66.04487679898739,"[]","h1gxH3FsqnYuIF6Egj68",1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_141631_3195972437431458308.jpg?alt=media&token=f60ed0e4-01d6-4ad7-8508-ca5ff6a21f62","2023-01-05 14:17:18","Sano, vigoroso"
"Wm217","Jasmin",-17.412386755810836,"56aHwnEpOxIFC3dIL1Dl","Corredor biológico urbano","...","vivo",-66.04484494775535,"[]","kIy3egisuNb76hyDCchl",1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_141735_7946164198318191872.jpg?alt=media&token=c572daf7-3b90-472a-8a41-d948579263c3","2023-01-05 14:18:20","Sano, vigoroso"
"wm219","jazmin",-17.412623490773164,"mg3ORFV7wYtA6l71vYTT","Corredor biológico urbano","...","vivo",-66.044717207551,"[]","dO0lzpgWKf5DuP7eT6eC",1.1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_141925_241133295173668881.jpg?alt=media&token=6b1e0d61-2ae5-4367-8aef-b2428cef2677","2023-01-05 14:20:38","Sano, vigoroso"
"Wm218","Pomelo ",-17.412604615969848,"lTR5As76sHVdPHDGUzvO","Corredor biológico urbano","...","vivo",-66.04473363608122,"[]","XxG8wm59RgBnCvb04dLp",1.1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_141935_1000073745.jpg?alt=media&token=d0a7336e-77da-454f-8811-644311a5e5fd","2023-01-05 14:21:04","Sano, vigoroso"
"Wm220","Pomelo",-17.412652922665952,"oQIvvVjpI0tXaen9UKNZ","Acera","...","vivo",-66.04467429220676,"[]","HycK4hKiGX4iHGF2VhDR",1.1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_142218_2583409327939591885.jpg?alt=media&token=2cabb951-c4cc-43b6-8439-9bf44514703c","2023-01-05 14:22:36","Sano, vigoroso"
"wm221","pomelo",-17.41274729663804,"PEJzn07LMxKjlhsLBZp2","Corredor biológico urbano","...","vivo",-66.04450900107622,"[]","b2cV2wMzfkU7tEqOUiR4",1.1,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_142240_438912568202111558.jpg?alt=media&token=85235af8-5564-4eb6-b21d-ededd6b82ddc","2023-01-05 14:23:12","Sano, vigoroso"
"Wm222","Tara",-17.41275817363508,"6kNWTGunATMOeZm8cbLx","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.04446440935135,"[]","WbTUaHLrrr46rDQoWLJW",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_142436_1000073746.jpg?alt=media&token=4119654b-b47c-4322-9a20-fd7b2542d572","2023-01-05 14:24:44","Sano, vigoroso"
"Wm223","Limón",-17.412786005948092,"o21RMPYDiMSODbeORQmS","Corredor biológico urbano","...","vivo",-66.04442283511162,"[]","V35b7OARS0vzJyRPWlbc",1.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_142741_3589072325992042174.jpg?alt=media&token=1035ef25-9efc-4a26-a65e-5e7a2171ee2d","2023-01-05 14:28:14","Sano, vigoroso"
"Wm224","Tara",-17.41279752276602,"CMGLDqCrp0jvEfAAyNfC","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.04427430778742,"[]","rjx8SkKiPicyZo0L9IrJ",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_143105_1000073747.jpg?alt=media&token=aeb6229a-cff3-4be9-a447-508031c804d6","2023-01-05 14:31:39","Sano, vigoroso"
"wm225","limon",-17.41276617142661,"viLMLN7GNtWOplsGc0Mz","Corredor biológico urbano","...","vivo",-66.04426592588425,"[]","VO19ZxuZ82NhwI1zDx5W",0.9,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_143115_604010216300815307.jpg?alt=media&token=f80209b0-3c39-4a6a-8ae5-95364411e702","2023-01-05 14:31:59","Sano, vigoroso"
"Wm226","Tara",-17.412810319229553,"4umXO0sD8bZl1ct4aZiw","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.04424078017473,"[]","t7lN8FEd0p0tKb43otfC",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_143228_1000073748.jpg?alt=media&token=e7f952db-f9d2-4454-b406-e226c58b6848","2023-01-05 14:32:58","Sano, vigoroso"
"wm227","Tara",-17.412785046213237,"G2oo4l75ZVxdAn2XIsoC","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.04423206299543,"[]","vS8b6CRkdk2hupOPnVVm",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_143333_8919821418461693021.jpg?alt=media&token=908a2935-c0cd-44d7-9140-cabcc446f5bc","2023-01-05 14:34:12","Sano, vigoroso"
"Wm228","Chillijchi",-17.41281799710723,"MJVeCFQw0C4tFxCt7Oo2","Corredor biológico urbano","Erythrina falcata Benth.","vivo",-66.04421496391296,"[]","q7iLIXMJequlfXrHhplH",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_143352_1000073749.jpg?alt=media&token=cf196a22-f9f9-4770-a3ef-264a63ada5b4","2023-01-05 14:34:23","Sano, vigoroso"
"wm229","Tipa",-17.41280008205881,"TWHOKxMCkrJ0aRCMbbtw","Corredor biológico urbano","Tipuana tipu (Benth.) Kuntze.","vivo",-66.04419887065887,"[]","KzHq9uXa4yk2UV5FzgtJ",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_143442_8514555287414704546.jpg?alt=media&token=5a1dffbc-09c4-4c4e-9fb3-6ed860302878","2023-01-05 14:35:33","Sano, vigoroso"
"Wm230","Tara",-17.412848708614735,"mDHP2Qo2u22QIYTRfcS3","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.04414220899343,"[]","amk8sWZyFPbuEso8b9UI",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_143618_1000073750.jpg?alt=media&token=0a656405-6852-454c-9f66-8db97ce1a3f6","2023-01-05 14:37:24","seco "
"Wm231","Tara",-17.412838791357665,"Rpb1OB7y3i5B5nF6AwDl","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.04417204856873,"[]","1FASFaCScoo8I6Jypuok",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_143931_1000073752.jpg?alt=media&token=84fe2cfe-227d-42b2-a146-c4d62b3c2cc2","2023-01-05 14:39:39","seco "
"Wm232","Tara",-17.412851907729795,"hKybW8KKaL4oMKqDya0N","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.044109351933,"[]","Dy2AVd43N9K4usIUlgqc",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_144050_1000073753.jpg?alt=media&token=ca956a97-264b-4b7d-848a-3661d7039fc8","2023-01-05 14:41:22","seco"
"wm233","Tara",-17.41281607763784,"uwL21lz6yn2cTHZ74yWj","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.04415629059076,"[]","kRVxYV3t1fJfLDFF6BXy",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_144202_3441300266620025992.jpg?alt=media&token=14e5b156-462e-4623-95f9-7454ee9ad5c4","2023-01-05 14:42:45","Sano, vigoroso"
"wm234","Tara",-17.4128359121539,"zq4p9hmyvmOiROeJpDt8","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.04409661144018,"[]","3IxH1YoHGC4RB1kEPgdN",0.45,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_144415_1171124708170632542.jpg?alt=media&token=90a81879-3a0c-4ac5-8b09-7bfc43d1f2fc","2023-01-05 14:44:45","Sano, vigoroso"
"Wm235","Soto",-17.41286022542872,"rasWWrVfkMGX8FTRNGhW","Corredor biológico urbano","Schinopsis haenkeana Engl.","vivo",-66.04398898780346,"[]","GBlc0PRXJNlahTnQY93H",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_144544_1000073754.jpg?alt=media&token=ad6931f4-20ef-4dec-8689-184395e86afb","2023-01-05 14:46:43","Sano, vigoroso"
"wm236","Jacarandá",-17.41286886303873,"SLeFHdn95dK3QDu3SMru","Corredor biológico urbano","Jacarandá mimosifolia D. Don","vivo",-66.04401916265488,"[]","DxgGzYInosr2iAFagWyw",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_144648_2612194365755199491.jpg?alt=media&token=50c8dee1-b167-4a8f-acf0-1a2caf788af1","2023-01-05 14:48:09","Sano, vigoroso"
"Wm237","Tara",-17.412863744455063,"t9j9AluzIIO0zhItaonu","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.04388270527124,"[]","cOxgBj3UR7QpZftUNvaU",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230105_144807_1000073755.jpg?alt=media&token=984eb7f6-c283-469d-a457-480e374e87b1","2023-01-05 14:49:15","Sano, vigoroso"
